,Unnamed: 0,android_id,apptype,carrier,dev_height,dev_ppi,dev_width,label,lan,media_id,ntt,os,osv,package,sid,timestamp,version,fea_hash,location,fea1_hash,cus_type
2489,2489,117921,1199,46000.0,0.0,0.0,0.0,1,cn,104,6.0,android,8.1.0,18,1160661,1559991869567.8054,8,49768671,4,2329670524,772
2490,2490,221608,1052,46000.0,2070.0,480.0,1080.0,0,zh-CN,69,2.0,Android,7.1.1,14,1910618,1559545424397.4788,0,880215163,229,3972767699,886
2491,2491,0,1001,46000.0,760.0,0.0,360.0,0,zh-CN,29,2.0,Android,8.1.0,4,1967151,1559560032217.5269,0,3194732154,298,2745131047,411
2492,2492,418972,1223,46000.0,1920.0,0.0,1080.0,0,,34,2.0,android,5.1,5,1583732,1559816919378.85,0,584482486,137,3892290484,1000
2493,2493,205484,761,46000.0,1800.0,0.0,1080.0,0,,54,6.0,android,5.1.1,9,1283223,1559959963818.9795,0,3569179185,12,1708958644,1266
2494,2494,122276,758,46000.0,1920.0,0.0,1080.0,0,,199,6.0,android,6.0.1,38,1166701,1559992155801.8704,0,2660329695,12,1675404212,354
2495,2495,478950,1130,46000.0,1920.0,0.0,1080.0,0,Zh-CN,319,6.0,Android,5.1,63,1668750,1559721781584.5684,0,419850463,71,582377511,791
2496,2496,648059,917,46000.0,2280.0,0.0,1080.0,1,zh-CN,14,2.0,Android,8.1.0,2,1983343,1559558962156.683,3,3222366431,41,2661244967,867
2497,2497,546612,1199,46000.0,0.0,0.0,0.0,0,cn,104,6.0,android,8.1.0,18,1765945,1559662222248.2498,8,1624604522,52,2329670524,1285
2498,2498,210374,1052,46000.0,1920.0,420.0,1080.0,1,zh-CN,249,2.0,android,7.1.2,0,1290107,1559942432508.228,2,2391111694,17,2284216367,620
2499,2499,490231,1076,46003.0,2232.0,0.0,1080.0,1,zh-CN,64,2.0,android,9,0,1684946,1559738607540.3174,5,2652638903,13,1510695983,601
2500,2500,394078,1001,46000.0,1280.0,0.0,720.0,1,zh-CN,29,2.0,Android,6.0.0,4,1548340,1559827930716.354,3,2629238896,179,2594136103,696
2501,2501,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1025685,1560037340290.7722,0,3796986638,21,2627690535,411
2502,2502,605122,956,46000.0,1205.0,320.0,720.0,1,zh-CN,314,6.0,Android,9,62,1850290,1559617694098.2156,0,2885716085,48,3732692088,1342
2503,2503,98692,917,46000.0,1520.0,0.0,720.0,1,,94,2.0,android,8.1.0,0,1134168,1560026852810.3782,5,2911852394,21,172777511,1266
2504,2504,664724,1199,46000.0,0.0,0.0,0.0,0,cn,104,6.0,android,7.1.1,18,1936001,1559575419502.089,8,32602009,126,2329670524,430
2505,2505,50058,1199,46000.0,0.0,0.0,0.0,1,cn,104,2.0,android,7.1.1,18,1067485,1560011387345.209,8,2974814574,291,2329670524,1247
2506,2506,0,1001,46000.0,780.0,0.0,360.0,1,zh-CN,29,2.0,Android,9.0.0,4,1944280,1559508776438.6885,0,3978230128,126,2644467751,411
2507,2507,365554,1106,46001.0,1479.0,2.0,720.0,1,zh_CN,749,2.0,Android,8.1.0,10,1507834,1559758688602.9058,0,2765667445,130,2765667445,1000
2508,2508,253909,761,46000.0,1920.0,0.0,1080.0,0,,54,6.0,android,8.0.0,9,1515476,1559795684155.5962,0,3207563381,166,1037870004,943
2509,2509,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,5.0,Android,8.1.0,4,1482719,1559765249388.9624,0,2804844661,12,2711576615,411
2510,2510,263088,845,46001.0,2196.0,2.0,1080.0,0,zh-CN,184,2.0,Android,9,33,1363585,1559839607198.9622,1,1607234171,48,1236373696,411
2511,2511,571603,779,46003.0,1080.0,480.0,1806.0,1,zh-CN,599,5.0,Android,9,163,1801601,1559641602289.4065,5,3751891627,298,1780170166,1285
2512,2512,618272,1082,-1.0,2280.0,0.0,1080.0,0,,1049,0.0,android,,0,1869281,1559643920250.0598,0,572877023,84,3229418090,582
2513,2513,291192,761,46000.0,1920.0,0.0,1080.0,0,,54,6.0,android,5.1.1,9,1403219,1559880417840.512,0,3186238756,-1,2111611828,487
2514,2514,307156,1076,46001.0,2340.0,0.0,1080.0,1,zh-CN,64,2.0,android,9,0,1425783,1559858610512.9102,5,3350496101,5,1510695983,468
2515,2515,684622,788,0.0,2196.0,480.0,1080.0,0,zh-CN,1009,6.0,android,8.1.0,0,1964037,1559514019913.9856,0,3702155487,20,3702155487,886
2516,2516,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1811146,1559633580471.231,0,1744397610,196,2711576615,411
2517,2517,52186,1052,46000.0,1920.0,480.0,1080.0,0,zh-CN,69,2.0,Android,6.0.1,14,1070363,1560086324678.5842,0,177312623,205,4106985427,1152
2518,2518,253060,917,0.0,1920.0,0.0,1080.0,0,zh_CN,109,6.0,android,7.1.1,0,1467802,1559808503096.3018,0,1902383722,272,2956297336,924
2519,2519,0,1001,46000.0,720.0,0.0,360.0,1,zh-CN,29,2.0,Android,7.1.1,4,1869252,1559644765830.3154,0,1672613403,21,2610913319,411
2520,2520,377293,1076,46000.0,2248.0,0.0,1080.0,1,zh-CN,64,2.0,android,9,0,1524608,1559812060435.3694,5,2259471737,284,3868593770,297
2521,2521,0,1001,46000.0,640.0,0.0,360.0,1,zh-CN,29,2.0,Android,7.1.2,4,1598584,1559827642506.662,0,175320379,185,2745131047,411
2522,2522,547353,1055,46000.0,2138.0,0.0,1080.0,1,,9,2.0,android,Android_9,0,1767008,1559650933715.9922,0,1231618415,147,2048342907,772
2523,2523,52809,1004,46001.0,2220.0,480.0,1080.0,1,zh,139,6.0,android,9,24,1071225,1560044240259.1191,6,295176821,11,876774520,962
2524,2524,0,1106,46000.0,0.0,0.0,0.0,0,,39,0.0,android,6.0.1,196,1892063,1559620870437.2268,0,1530882271,48,4226678391,411
2525,2525,454791,1199,46000.0,0.0,0.0,0.0,1,cn,104,6.0,android,6.0.1,18,1634547,1559740490529.6958,8,4071801053,49,2329670524,924
2526,2526,397382,761,46003.0,1920.0,0.0,1080.0,0,,54,6.0,android,5.1,9,1553043,1559805669544.4077,0,2861308942,13,3355419572,658
2527,2527,326559,908,46000.0,2340.0,480.0,1080.0,1,zh-CN,134,2.0,Android,8.1.0,23,1453379,1559798202694.7705,6,1624242396,20,1446001531,1076
2528,2528,384293,1052,46000.0,1280.0,480.0,720.0,0,zh-CN,69,2.0,Android,5.1,14,1534502,1559836509807.5032,0,2781519140,33,3972767699,1323
2529,2529,354983,941,-1.0,0.0,0.0,0.0,1,,74,6.0,android,7.8.9,16,1493042,1559812731755.1494,0,1833863285,7,131824507,449
2530,2530,0,1001,46000.0,760.0,0.0,360.0,0,zh-CN,29,2.0,Android,8.1.0,4,1277313,1559983806756.0774,0,3924684861,233,2711576615,411
2531,2531,195722,899,46000.0,2280.0,480.0,1080.0,0,zh-CN,679,2.0,Android,8.1.0,204,1269402,1559942562483.4014,7,905425447,74,3329514616,810
2532,2532,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1617827,1559746818231.4324,0,2469513399,148,2728353831,411
2533,2533,525746,788,46000.0,2280.0,480.0,1080.0,1,zh-CN,194,2.0,Android,8.1.0,35,1736129,1559692924140.2214,5,698070389,303,1910466855,544
2534,2534,599584,944,46000.0,1920.0,480.0,1080.0,1,zh-CN,614,6.0,Android,7.0,170,1842240,1559604891469.576,0,364036317,247,525584485,1000
2535,2535,399922,1211,46003.0,2136.0,0.0,1080.0,0,,434,2.0,android,,0,1556636,1559804259431.681,4,1473165687,94,1119389879,1076
2536,2536,0,1106,46000.0,0.0,0.0,0.0,0,,39,0.0,android,8.1.0,196,1025572,1560069667509.4702,0,2480493569,199,4190764663,411
2537,2537,201202,1076,46003.0,2960.0,0.0,1440.0,1,zh-CN,64,6.0,android,9,0,1277106,1559965792685.667,5,2981063694,21,968590437,772
2538,2538,8937,917,46000.0,2214.0,0.0,1080.0,1,zh-CN,14,2.0,Android,8.1.0,2,1011972,1560064333165.265,3,3747402100,-1,2627690535,354
2539,2539,219764,761,46000.0,1280.0,0.0,720.0,0,,54,2.0,android,5.1,9,1303330,1559906461690.617,0,3263616951,33,1675404212,468
2540,2540,677868,1052,46000.0,2280.0,480.0,1080.0,0,zh-CN,69,2.0,Android,8.1.0,14,1954517,1559540406863.4426,0,3285439147,0,4090208211,601
2541,2541,448616,947,46001.0,1280.0,2.0,720.0,0,zh-CN,279,2.0,Android,5.1,52,1625843,1559711801695.4946,2,4002769579,104,129322164,430
2542,2542,29840,1076,46001.0,2240.0,0.0,1080.0,1,zh-CN,64,2.0,android,9,0,1040178,1560026246074.305,5,3854698779,21,51536943,392
2543,2543,82199,758,46000.0,2016.0,0.0,1080.0,0,,199,2.0,android,7.1.1,38,1111482,1560010683024.4626,0,1110291363,53,1625072564,563
2544,2544,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,9.0.0,4,1816114,1559637829909.9482,0,2187900277,52,2694799399,411
2545,2545,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,5.0,Android,8.1.0,4,1205226,1559962360950.0647,0,3510929525,179,2694799399,411
2546,2546,209504,917,46001.0,1520.0,0.0,720.0,1,,204,6.0,android,8.1.0,0,1288875,1559989344657.5674,5,974381168,37,1013014823,620
2547,2547,24688,917,46000.0,2060.0,0.0,1080.0,1,zh_CN,109,6.0,android,9,0,1033232,1560052063486.3745,0,2451998837,48,119091829,1000
2548,2548,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1704145,1559668424583.685,0,2271152760,170,2745131047,411
2549,2549,234625,941,-1.0,0.0,0.0,0.0,1,,74,6.0,android,7.9.2,16,1323832,1559892242117.2874,0,693209205,30,131824507,601
2550,2550,109358,929,46000.0,1920.0,3.0,1080.0,0,zh-CN,59,2.0,Android,5.1.1,78,1148875,1560029606888.7632,5,4170374839,290,1915763579,392
2551,2551,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1902890,1559549346770.016,0,3259290940,156,2728353831,411
2552,2552,87611,734,46000.0,1441.0,0.0,720.0,1,zh-CN,219,2.0,Android,8.0.0,41,1118988,1560030069733.9534,3,404245215,275,3048309692,1019
2553,2553,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1220819,1559985980022.7698,0,2609991463,124,2661244967,411
2554,2554,419460,1106,46003.0,2340.0,0.0,1080.0,1,Zh-CN,254,2.0,Android,9,48,1584459,1559836450661.62,0,4135624484,98,984178727,1247
2555,2555,122218,1106,46000.0,500.0,0.0,600.0,1,zh,554,2.0,Android,7.1.1,128,1166623,1559993188384.4563,1,533452920,214,508517496,1076
2556,2556,17911,1052,46000.0,2128.0,326.0,1080.0,1,zh-CN,159,2.0,Android,9.0,27,1024014,1560064160283.9336,8,683973159,201,2191936692,677
2557,2557,71795,1106,46000.0,2240.0,0.0,1080.0,0,Zh-CN,24,2.0,Android,9,3,1821898,1559644234152.022,0,1724631153,10,4262158375,373
2558,2558,94118,1076,46000.0,2280.0,0.0,1080.0,1,zh-CN,64,6.0,android,9,0,1127898,1560015758209.6455,5,2152695925,13,952438378,1114
2559,2559,344775,941,-1.0,0.0,0.0,0.0,1,,74,6.0,android,7.9.0,16,1478722,1559810625041.6418,0,4280311345,93,131824507,810
2560,2560,0,1106,46000.0,0.0,0.0,0.0,0,,39,6.0,android,5.1.1,130,1436311,1559852326739.1145,0,167274719,21,4190764663,411
2561,2561,175110,845,46003.0,2280.0,2.0,1080.0,1,zh-CN,184,6.0,Android,8.1.0,33,1240378,1559985591691.5933,1,91523189,96,1554026688,981
2562,2562,0,1001,46000.0,640.0,0.0,360.0,1,zh-CN,29,5.0,Android,8.0.0,4,1013970,1560067591904.5984,0,1960405215,276,2661244967,411
2563,2563,701234,917,46000.0,1424.0,0.0,720.0,0,zh-CN,14,6.0,Android,8.1.0,2,1987641,1559567887343.994,3,3038210271,27,2728353831,772
2564,2564,0,1106,46000.0,0.0,0.0,0.0,0,,39,6.0,android,8.1.0,1112,1606528,1559722200396.3894,0,4042002800,112,4277075575,411
2565,2565,34403,758,46003.0,1920.0,0.0,1080.0,0,zh,149,2.0,android,6.0,26,1313655,1559916939468.77,0,3196417585,171,2814619526,829
2566,2566,0,1106,46000.0,0.0,0.0,0.0,0,,39,2.0,android,7.1.2,8,1453370,1559808384649.9834,0,663229812,36,4243455607,411
2567,2567,435549,1052,46000.0,1920.0,480.0,1080.0,0,zh-CN,69,2.0,Android,7.1.2,14,1607425,1559708562364.714,0,3515356122,36,4090208211,544
2568,2568,28708,764,46000.0,2130.0,0.0,1080.0,1,zh,339,2.0,android,2.3,68,1038643,1560084328462.4236,0,259448859,305,1375236289,354
2569,2569,349823,1064,46003.0,1184.0,0.0,720.0,1,zh,284,2.0,android,5.1,54,1485792,1559783167086.7568,3,3012802415,-1,1677224743,867
2570,2570,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1778577,1559641762399.907,0,2553736828,170,2711576615,411
2571,2571,578893,1106,46000.0,720.0,0.0,1560.0,1,Zh-CN,329,2.0,Android,8.1.0,66,1812219,1559648936809.7332,0,3949827451,107,4262158375,829
2572,2572,0,1001,46000.0,830.0,0.0,393.0,1,zh-CN,29,2.0,Android,9.0.0,4,1637357,1559746298049.6765,0,3097628730,91,2627690535,411
2573,2573,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1372759,1559850178581.8232,0,1938643679,193,2627690535,411
2574,2574,580375,1076,46000.0,2244.0,0.0,1080.0,1,zh-CN,64,2.0,android,9,0,1814381,1559650630392.6968,5,3517876081,212,51536943,905
2575,2575,327327,1001,46000.0,2196.0,0.0,1080.0,0,zh-CN,29,2.0,Android,8.1.0,4,1471778,1559791817585.6345,3,2210982186,95,2627690535,696
2576,2576,68159,1076,46001.0,1920.0,0.0,1080.0,1,zh-CN,64,2.0,android,7.1.1,0,1092305,1560093355324.9478,5,1599021721,54,952438378,829
2577,2577,180644,929,46000.0,2340.0,3.0,1080.0,1,zh-CN,59,2.0,Android,8.1.0,78,1248116,1559923664587.0269,5,3613402027,190,1882209147,1228
2578,2578,137331,917,46000.0,1080.0,480.0,2220.0,1,zh-CN,169,2.0,Android,8.0.0,29,1771963,1559602771290.4788,5,1177089379,-1,4144237674,1000
2579,2579,620962,1001,0.0,2196.0,480.0,1080.0,0,zh-CN,429,2.0,android,9,0,1873187,1559653934660.5957,0,3902452796,147,3902452796,392
2580,2580,286943,1076,46003.0,2340.0,0.0,1080.0,1,zh-CN,64,2.0,android,9,0,1397204,1559883283898.4304,5,2307811876,11,968590437,297
2581,2581,241173,893,-1.0,0.0,0.0,0.0,0,,89,6.0,android,7.1.1,17,1333085,1559906452676.4358,0,1009158261,48,1719863450,1190
2582,2582,0,1106,46000.0,0.0,0.0,0.0,0,,39,2.0,android,7.1.2,87,1872370,1559653228037.8638,0,1356242293,254,4277141111,411
2583,2583,517880,869,46001.0,2280.0,3.0,1080.0,0,zh-CN,669,6.0,Android,8.1.0,201,1724666,1559722824501.9468,9,847837483,11,1369006127,734
2584,2584,206729,1055,46000.0,1080.0,0.0,2128.0,1,,9,2.0,android,Android_9,0,1284983,1559987638870.9844,0,74398319,220,2322554671,297
2585,2585,222969,893,0.0,0.0,0.0,0.0,0,,49,6.0,android,8.1,0,1307714,1559903820434.8792,4,3204614261,99,1779590191,658
2586,2586,0,1001,46000.0,780.0,0.0,360.0,1,zh-CN,29,5.0,Android,8.1.0,4,1752643,1559618828044.191,0,1504798943,5,2678022183,411
2587,2587,0,1001,46000.0,780.0,0.0,360.0,1,zh-CN,29,2.0,Android,9.0.0,4,1842614,1559629029401.2168,0,366370778,182,2711576615,411
2588,2588,452594,788,46000.0,1920.0,480.0,1080.0,1,zh-CN,194,2.0,Android,7.0,35,1631417,1559694146950.0142,5,3470388083,147,1080320295,924
2589,2589,388873,788,46000.0,1800.0,480.0,1080.0,0,zh-CN,194,2.0,Android,4.4.4,35,1540937,1559821554402.4568,5,2740020703,46,3361628199,525
2590,2590,279565,761,46000.0,1280.0,0.0,720.0,0,,54,6.0,android,7.1.1,9,1386720,1559900832732.3809,0,125078227,4,1037870004,715
2591,2591,207954,1076,46003.0,1920.0,0.0,1080.0,0,zh-CN,64,2.0,android,6.0.1,0,1286713,1559980618656.4678,5,1347990907,170,4130235439,1019
2592,2592,707862,1052,46000.0,1280.0,320.0,720.0,1,zh-CN,249,6.0,android,7.1.2,0,1997094,1559564176736.7512,2,2834252658,48,3748667254,1171
2593,2593,686559,1199,46000.0,0.0,0.0,0.0,0,cn,104,2.0,android,8.1.0,18,1966765,1559508246419.0808,8,510250611,1,2329670524,924
2594,2594,0,1106,46000.0,0.0,0.0,0.0,0,,39,2.0,android,8.1.0,43,1259854,1559999941302.8623,0,188408759,21,4190764663,411
2595,2595,611783,893,0.0,720.0,0.0,1460.0,1,,899,2.0,android,9,0,1859956,1559604290680.2976,0,3938259004,46,867028591,943
2596,2596,5185,941,-1.0,0.0,0.0,0.0,1,,74,6.0,android,7.9.2,16,1006932,1560048027586.5005,0,1160611957,12,131824507,1171
2597,2597,205984,929,46000.0,1520.0,3.0,720.0,0,zh-CN,59,6.0,Android,8.1.0,11,1283932,1559965650046.1316,5,1262258293,190,1462778747,696
2598,2598,0,1001,46000.0,770.0,0.0,360.0,1,zh-CN,29,2.0,Android,9.0.0,4,1018265,1560089844862.1667,0,51015274,34,2678022183,411
2599,2599,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,5.0,Android,8.1.0,4,1157643,1559959019259.3442,0,1588838621,49,2678022183,411
2600,2600,319215,761,46000.0,1920.0,0.0,1080.0,0,,54,0.0,android,6.0.1,9,1442907,1559895313200.8967,0,1364887669,148,1829432362,1266
2601,2601,389406,1052,46000.0,2261.0,480.0,1080.0,1,zh-CN,69,2.0,Android,9,14,1541713,1559827198780.897,0,459403896,192,3989544915,1361
2602,2602,127475,1052,46001.0,960.0,240.0,540.0,1,zh-CN,249,2.0,android,8.0.0,0,1173918,1559967922044.9006,2,3248111463,185,2300993583,373
2603,2603,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,5.0,Android,8.1.0,4,1803402,1559582991296.655,0,745302239,103,2594136103,411
2604,2604,0,1106,46000.0,0.0,0.0,0.0,0,,39,2.0,android,8.1.0,43,1738089,1559736973944.0981,0,3210095984,217,4190764663,411
2605,2605,0,1106,46000.0,0.0,0.0,0.0,0,,39,0.0,android,9,184,1852980,1559581357967.1548,0,2246838895,21,4190764663,411
2606,2606,517928,1199,46000.0,0.0,0.0,0.0,0,cn,104,2.0,android,7.1.1,18,1724743,1559745948014.8882,8,4016960632,48,2329670524,848
2607,2607,180433,1052,46000.0,1800.0,480.0,1080.0,0,zh-CN,69,2.0,Android,5.0,14,1247825,1559956022131.1372,0,3510283899,69,4106985427,829
2608,2608,307512,1199,46000.0,0.0,0.0,0.0,1,cn,104,2.0,android,6.0.1,18,1426304,1559863870548.4617,8,3534304400,156,2329670524,677
2609,2609,688596,1076,46000.0,2340.0,0.0,1080.0,0,zh-CN,64,2.0,android,8.1.0,0,1969615,1559517009618.64,5,1011432569,30,51536943,1285
2610,2610,186830,761,46000.0,1920.0,0.0,1080.0,0,,54,6.0,android,5.1,9,1256806,1559968049216.5137,0,289368287,13,1608295348,354
2611,2611,353951,1076,46000.0,2340.0,0.0,1080.0,1,zh-CN,64,2.0,android,9,0,1491556,1559753834751.214,5,3576741147,166,3868593770,753
2612,2612,0,1106,46000.0,0.0,0.0,0.0,0,,39,6.0,android,7.1.2,343,1194103,1559956807005.204,0,1524514084,57,4190764663,411
2613,2613,601027,944,46000.0,1920.0,480.0,1080.0,0,zh-CN,1024,2.0,Android,6.0,752,1844321,1559640343887.6392,0,2534738544,1,2534738544,639
2614,2614,142605,761,46000.0,2196.0,0.0,1080.0,0,,54,6.0,android,8.1.0,9,1194875,1559991933065.846,0,672557279,52,3355419572,1266
2615,2615,585284,1055,0.0,1080.0,0.0,1920.0,0,,9,2.0,android,Android_6.0.1,0,1821464,1559656001295.7583,0,3691383723,23,1897347963,1304
2616,2616,642593,1223,46000.0,1794.0,0.0,1080.0,0,,34,2.0,android,5.0.1,5,1904835,1559497320606.8933,0,994517113,36,719102900,1247
2617,2617,621912,929,46000.0,2280.0,3.0,1080.0,1,zh-CN,59,2.0,Android,8.1.0,78,1874591,1559602892538.299,5,2776175471,195,1915763579,1323
2618,2618,480561,743,46000.0,1792.0,2.0,1080.0,1,zh_CN,239,6.0,Android,8.0.0,45,1671073,1559699293266.7786,v1,894863477,10,2670947887,1380
2619,2619,0,1001,46000.0,830.0,0.0,393.0,1,zh-CN,29,5.0,Android,9.0.0,4,1066865,1560073015940.6912,0,4112214239,79,2627690535,411
2620,2620,114098,761,46000.0,1920.0,0.0,1080.0,0,,54,6.0,android,6.0.1,9,1595864,1559790359853.1826,0,1072763248,112,786211764,354
2621,2621,34239,1076,46000.0,1920.0,0.0,1080.0,0,zh-CN,64,2.0,android,6.0.1,0,1046093,1560040268102.2422,5,1738648947,6,51536943,1076
2622,2622,695221,1088,46000.0,2222.0,3.0,1080.0,0,zh-CN,164,2.0,Android,8.1.0,28,1978982,1559523662580.3662,8,2601343233,48,1848654715,1057
2623,2623,0,1001,46000.0,640.0,0.0,360.0,1,zh-CN,29,2.0,Android,5.1.0,4,1553688,1559828429993.5781,0,3699987166,171,2745131047,411
2624,2624,3450,761,46001.0,2160.0,0.0,1080.0,1,,54,6.0,android,8.1.0,9,1004569,1560091711182.334,0,3170562674,48,769434548,753
2625,2625,404074,956,46000.0,1520.0,320.0,720.0,0,zh-CN,314,6.0,Android,8.1.0,62,1562587,1559830685789.4158,0,1714251999,80,2893831288,468
2626,2626,0,1106,46000.0,0.0,0.0,0.0,0,,39,0.0,android,8.1.0,593,1402093,1559914628206.9016,0,3616989623,231,4190764663,411
2627,2627,596482,1076,46000.0,2280.0,0.0,1080.0,1,zh-CN,64,2.0,android,8.1.0,0,1837758,1559604508488.2634,5,3162533179,11,1510695983,658
2628,2628,10435,938,46000.0,1776.0,3.0,1080.0,0,zh-CN,4,2.0,Android,5.1.1,1,1013987,1560083944068.637,11,1728158581,175,129322164,829
2629,2629,0,1106,46000.0,0.0,0.0,0.0,0,,39,2.0,android,8.1.0,315,1197582,1559980585256.653,0,500727159,278,4190764663,411
2630,2630,556837,758,46000.0,1208.0,0.0,720.0,0,,199,4.0,android,8.0.0,38,1780522,1559581369018.6978,0,1838037363,23,1242229802,791
2631,2631,15235,761,46000.0,1920.0,0.0,1080.0,0,,54,2.0,android,5.1.1,9,1020423,1560089220949.4182,0,366189422,264,1625072564,1209
2632,2632,0,1001,46000.0,780.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1517637,1559828755608.2432,0,488043889,158,2711576615,411
2633,2633,153871,1055,46000.0,1080.0,0.0,2340.0,0,,9,2.0,android,Android_8.1.0,0,1210597,1559990520374.8809,0,3324378426,177,2065120123,1247
2634,2634,570606,758,46000.0,1920.0,0.0,1080.0,0,zh,149,2.0,android,5.1,26,1800169,1559624751065.0774,0,2657729319,4,3791220929,829
2635,2635,307224,1223,46000.0,1920.0,0.0,1080.0,0,,34,2.0,android,7.0,5,1425887,1559913020994.9204,0,2926470512,119,735880116,1095
2636,2636,675881,845,46000.0,2280.0,0.0,1080.0,1,zh-CN,184,2.0,Android,8.1.0,33,1951701,1559510902431.4343,0,4226530587,166,967607228,411
2637,2637,153580,1076,46001.0,2310.0,0.0,1080.0,1,zh-CN,64,2.0,android,9,0,1210188,1559956128376.1,6,487003354,36,51536943,1038
2638,2638,598368,1055,46001.0,720.0,0.0,1424.0,0,,9,5.0,android,Android_8.1.0,0,1840457,1559600790831.1208,0,3187740125,16,2048342907,1057
2639,2639,60246,917,46000.0,2340.0,480.0,1080.0,0,zh-CN,464,6.0,Android,8.1.0,323,1081524,1560017794668.6365,2,2108647647,46,2108647647,373
2640,2640,215687,845,46000.0,2280.0,0.0,1080.0,1,zh-CN,184,2.0,Android,9,33,1297631,1559946729598.574,0,2306126887,45,967607228,1323
2641,2641,566164,1199,46000.0,0.0,0.0,0.0,0,cn,104,6.0,android,8.1.0,18,1793876,1559643037301.6377,8,1794531027,11,2329670524,696
2642,2642,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1445786,1559864712565.1768,0,4292347055,15,2745131047,411
2643,2643,482222,761,0.0,1280.0,0.0,720.0,0,,294,2.0,android,5.1,0,1673395,1559745232286.2869,0,2337386159,135,3950340903,1038
2644,2644,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1704291,1559725724122.9807,0,3676975727,285,2644467751,411
2645,2645,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1167290,1559995633988.0815,0,714811760,29,2711576615,411
2646,2646,697185,719,46000.0,2280.0,480.0,1080.0,1,zh-CN,44,3.0,android,8.1.0,7,1981789,1559552172120.5232,8,2089904351,12,4190456432,1228
2647,2647,591139,893,0.0,0.0,0.0,0.0,1,,49,6.0,android,8.1,0,1830017,1559624852430.9988,4,2751629429,99,695362607,297
2648,2648,422189,761,46000.0,960.0,0.0,540.0,0,,54,2.0,android,5.1.1,9,1588360,1559776165388.8523,0,720004644,206,2111611828,411
2649,2649,266350,788,46000.0,2128.0,480.0,1080.0,1,zh-CN,194,6.0,Android,9,35,1368114,1559896691209.5845,5,1253927135,7,1083399727,392
2650,2650,695252,938,46000.0,1424.0,2.0,720.0,0,zh-CN,4,2.0,Android,8.1.0,1,1979031,1559561373870.8538,11,3366857910,200,129322164,1304
2651,2651,456682,1076,46003.0,2340.0,0.0,1080.0,1,zh-CN,64,2.0,android,9,0,1637189,1559666456548.5527,5,785877873,10,3868593770,886
2652,2652,530196,917,46000.0,1520.0,0.0,720.0,0,,204,2.0,android,8.1.0,0,1742539,1559706290448.0486,5,3945537136,57,3010814247,867
2653,2653,44583,917,0.0,2280.0,0.0,1080.0,0,zh,229,6.0,android,8.1.0,0,1060055,1560009786258.7268,0,1281460341,104,1784302442,848
2654,2654,581961,1055,46000.0,1080.0,0.0,2130.0,1,,9,2.0,android,Android_9,0,1816675,1559652045408.8171,0,1963256953,54,1574395183,316
2655,2655,0,1001,46000.0,780.0,0.0,360.0,1,zh-CN,29,5.0,Android,8.1.0,4,1013145,1560034386781.9272,0,2836783216,37,2594136103,411
2656,2656,0,1001,46000.0,760.0,0.0,360.0,0,zh-CN,29,5.0,Android,8.1.0,4,1044668,1560020979336.6338,0,4256983263,7,2661244967,411
2657,2657,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1488904,1559779970212.7498,0,2486975745,73,2711576615,411
2658,2658,0,1001,46000.0,760.0,0.0,360.0,1,zh-CN,29,2.0,Android,8.1.0,4,1947987,1559516701544.4558,0,3163428668,58,2728353831,411
2659,2659,0,1001,46000.0,640.0,0.0,360.0,0,zh-CN,29,2.0,Android,7.1.1,4,1513203,1559829216219.546,0,1777396348,51,2610913319,411
2660,2660,0,1106,46000.0,0.0,0.0,0.0,0,,39,0.0,android,4.4.4,1383,1157321,1559959589369.4148,0,2907509615,267,4190764663,411
2661,2661,0,1001,46000.0,851.0,0.0,393.0,1,zh-CN,29,5.0,Android,9.0.0,4,1225240,1559949290721.2454,0,437487733,25,2627690535,411
